,gender,age,hours,evaluation,salary,status
2777,male,48.915372267365505,47.1103682933835,4,1,fired
2779,female,43.9664855599403,46.362777414638394,5,3,ok
2780,female,48.483173176646204,58.58144890208429,3,4,promoted
2781,male,27.252100408077197,38.255048869583604,3,3,fired
2785,male,31.134564075619,77.87328492511841,5,0,promoted
2786,male,30.7024240586907,38.8140517850261,3,1,fired
2787,female,43.417122643441,45.083549682067606,4,1,ok
2788,female,33.9300626609474,46.0185729052571,2,5,ok
2789,male,20.563720753416398,74.322634587804,2,3,ok
2791,female,59.6159072965384,55.2448027392924,3,1,ok
2792,male,22.4081204179674,54.4812554464367,2,4,ok
2794,female,35.467974254861495,36.0466074803949,2,1,fired
2795,male,49.3673061672598,59.482680510982895,2,1,fired
2796,male,37.63103867880999,35.0126377627311,2,3,ok
2797,female,55.6882159225643,47.6859875907103,2,4,ok
2798,male,29.0082545392215,64.089386597234,3,2,fired
2799,female,57.375974683091,41.064800938223904,2,5,fired
2800,male,24.5744392089546,58.9039040123301,2,2,promoted
2802,female,52.510675182566004,68.0781248994134,5,1,promoted
2803,male,59.2835121229291,74.71251372341999,2,4,fired
2804,male,31.1989642307162,36.834670953212296,2,2,ok
2805,male,44.661065470427296,52.106817501633394,2,5,fired
2806,male,28.6323871370405,60.680437263510896,2,4,promoted
2807,male,39.4800442457199,46.8805108081353,2,0,fired
2808,female,32.5615547224879,60.7883534272824,3,2,promoted
2809,female,21.134462440386397,69.9036351643756,4,2,promoted
2810,male,41.8487317394465,48.401573653533,3,0,fired
2811,male,32.2142619173974,75.1499466656045,2,1,promoted
2813,female,45.368436966091394,35.0172615465165,5,4,ok
2814,female,39.391953619197004,45.124325465494394,2,2,ok
2815,female,26.2574402987957,39.928169384336705,2,3,fired
2816,male,43.4731827210635,41.15640561367329,2,0,fired
2817,male,39.171985434368295,35.041009570199996,5,3,ok
2819,female,55.023775761947,78.0963757431525,3,2,promoted
2820,male,34.439435787499,73.43771970480091,5,2,promoted
2822,female,51.896219011396205,60.2962990908113,4,0,promoted
2823,male,22.5466700363904,36.37962793871171,4,0,promoted
2824,female,47.2758730500937,50.85680531301121,2,2,ok
2826,male,35.1493843831122,53.48222102296061,2,1,ok
2828,female,46.681161187589204,35.0600964262822,3,4,fired
2829,female,20.320584140718,39.8060796250425,3,4,fired
2830,male,27.938754297792897,67.0521117341316,4,4,promoted
2831,male,42.28724536485971,45.5056905845074,5,2,promoted
2832,male,39.108947971835704,65.7095962398555,3,2,promoted
2833,female,21.410501925274698,37.082157168569104,2,4,fired
2834,female,54.0702805481851,55.503036161561795,5,2,promoted
2835,female,50.792247075587504,45.19572626792829,2,0,ok
2836,female,38.0875101312995,38.3719347867085,2,1,fired
2837,female,49.9048478901386,66.6255640891552,2,3,ok
2839,male,57.9285680409521,40.606716280118,2,1,fired
2840,male,53.8287729118019,36.1669751092746,3,2,ok
2841,male,34.0923009440303,36.991969592631996,5,0,fired
2845,male,50.6412903498858,36.91143887768229,5,2,fired
2846,female,33.540180530399105,67.1982002967041,3,4,ok
2847,male,35.8377536293119,42.55911101589879,2,5,fired
2850,female,30.5142646282911,45.818593566595496,5,3,promoted
2851,female,45.859163263812704,44.2858722204574,5,4,fired
2853,male,40.6639645900577,35.0739482830026,4,4,fired
2854,female,27.163488483056398,59.3799067605766,5,4,promoted
2855,female,59.362785639241295,48.9902663292558,5,2,promoted
2856,female,26.2496908288449,35.0315753209033,2,3,fired
2858,female,23.8700465671718,62.6203266142085,3,0,fired
2860,female,57.895807269960606,40.3453894457146,4,4,promoted
2861,male,55.283548310399105,53.3600205166026,3,2,ok
2862,female,41.6293927561492,35.267193476304705,5,2,fired
2863,female,38.130169119685895,46.2601656149314,2,0,ok
2865,female,58.3305399864912,36.148090283831,2,5,fired
2866,male,56.6703625023365,53.1907016028862,5,2,promoted
2867,male,56.540916422382004,47.491039563543204,2,4,promoted
2868,male,50.481176469475,52.32037185046921,5,1,promoted
2870,female,43.5424095951021,40.4399521660297,3,2,ok
2871,female,37.8021568525583,49.0231723882219,5,1,promoted
2872,female,53.7069304194301,66.26649080462539,5,0,promoted
2873,female,30.975218126550303,38.0488122373565,3,2,fired
2875,male,49.280988546088295,44.656084321525,5,3,promoted
2876,female,23.0087726563215,48.8564212330274,3,0,fired
2877,female,50.6479670107365,58.781344934895706,2,3,ok
2878,male,23.3910801261663,62.02048728971911,3,5,ok
2879,female,55.277659017592704,35.8923831541975,4,3,promoted
2880,female,26.8007783405483,37.265054565704396,3,2,fired
2881,female,50.847175400704096,35.1378032940592,2,2,ok
2884,male,51.5601764153689,56.555464501272795,5,1,promoted
2885,male,22.765927119180603,53.8278154360806,5,3,ok
2886,female,45.989480772987,41.068885173668704,4,3,promoted
2887,male,58.2025657780468,43.1984623343703,2,5,fired
2888,male,36.109451362863204,58.448559671528905,3,2,ok
2889,female,45.4960038419813,62.714763549861004,5,1,promoted
2890,male,43.0163607932627,73.3690758377295,2,1,promoted
2892,female,51.11805326305329,36.2558818149399,3,2,ok
2893,female,39.7302626539022,63.9050783919436,4,2,promoted
2896,female,58.75862662680451,72.1822998711355,2,3,promoted
2897,male,20.4107537120581,48.552228821492996,2,3,ok
2898,male,24.069537706673103,35.359135497905896,2,5,fired
2899,female,20.404080431908397,52.2360771660877,4,3,promoted
2900,male,46.369052119553096,62.841967145178394,2,5,promoted
2901,female,50.700478451326504,43.94145957704411,2,0,fired
2902,female,38.3551676850766,35.003611615024,2,0,fired
2903,female,42.4224213138223,50.0935494848215,3,4,ok
2904,male,35.4587054625154,54.97382796332789,5,2,promoted
2905,female,49.33996710926289,36.238495985130896,3,1,fired
2907,female,41.950366375967896,65.5561048851987,5,1,promoted
2909,male,51.88311337493361,53.0036298054234,2,3,ok
2910,female,40.163127686828396,50.1226190397809,4,5,fired
2911,female,33.317472124472296,51.028117762010496,3,4,ok
2912,female,37.9230165109038,61.850270752087404,4,2,promoted
2913,male,39.2260539811105,69.2117487737677,3,5,fired
2914,female,43.6621057521552,71.4435107268868,2,1,promoted
2915,male,22.381217051297398,53.00196673543879,4,4,promoted
2916,male,27.316783014684898,35.0644794356517,2,0,fired
2917,male,20.6545096915215,42.6891164559935,2,4,ok
2918,male,36.3250354770571,51.754423968801795,3,1,fired
2919,female,54.3202887941152,60.7742811249427,2,0,ok
2920,female,48.6802392266691,35.1093687052637,3,4,ok
2921,male,21.306673735380198,38.053759261722,5,4,ok
2922,female,52.907116273418104,35.98504600062171,5,2,ok
2923,female,39.129720600321896,45.414911531120204,2,0,ok
2924,female,27.8842336311936,69.48665610210399,5,3,promoted
2925,male,42.13388503529129,37.8796327909252,5,4,fired
2926,female,42.882733149454005,35.5879262699531,3,0,fired
2930,female,48.8235862925649,54.441388246032105,5,0,promoted
2931,male,23.808546112850298,58.351888630570095,3,3,ok
2932,male,29.556522406637697,37.2847720071385,3,2,fired
2933,female,48.7534453719854,51.324194952041395,4,0,promoted
2934,male,42.756703561171896,53.290038647746,5,1,promoted
2935,male,25.6326530408114,55.0561088419393,3,1,ok
2936,male,33.061509123072,68.0502276153026,4,0,promoted
2937,female,46.0149708390236,35.0444910526333,2,1,ok
2938,female,51.6157674044371,43.4888315543975,3,5,fired
2939,female,39.3913957197219,41.6486976923805,5,2,fired
2940,male,49.2239603586495,64.58823680538421,4,3,promoted
2941,female,45.197953395545504,46.863949290187904,4,2,promoted
2942,male,39.9380879011005,77.1850693197449,2,3,promoted
2943,female,23.146877950057398,38.9620143033251,5,4,fired
2947,male,29.4976550154388,58.9961242097326,4,4,promoted
2948,male,20.5743521172553,44.2069634274944,3,5,fired
2950,female,36.4245266653597,75.1442557503231,5,1,promoted
2952,female,30.200005462393197,35.1093429506835,2,3,fired
2953,female,29.9093874823302,37.262448054280796,3,4,fired
2954,female,37.384198140353,40.69272352896729,2,1,fired
2955,male,51.645095115527496,75.4697122502113,2,4,fired
2957,female,35.6250991486013,70.9460303194018,4,0,promoted
2960,female,59.06464023515579,56.260353118641795,2,2,ok
2961,male,49.362391270697096,39.8397913941296,4,0,fired
2962,male,32.4611524678767,51.498671605981706,4,4,promoted
2963,male,47.038751645013704,39.704592813745606,3,3,ok
2964,male,25.998532716184897,35.1154296426389,4,3,ok
2965,female,47.0022281073034,36.2431347004449,2,2,ok
2966,male,56.0442270990461,43.6972356962838,5,2,fired
2967,female,36.2858480215073,68.4319924828224,4,1,promoted
2968,female,34.2318833433092,39.849981890898,3,3,fired
2969,female,45.00030355528,66.5620844235886,2,5,promoted
2970,male,44.779846854507895,41.479271171012,2,4,fired
2971,male,36.861671619117296,72.3128313777763,2,0,fired
2972,female,55.216577956453,40.7746214370782,3,2,ok
2973,male,33.4510871954262,35.322958668457495,3,1,ok
2974,female,29.846757426857902,71.8536520170833,5,1,promoted
2975,female,32.8072327934206,36.14235397024579,4,3,ok
2976,female,36.2298316694796,53.02328548545729,5,3,promoted
2978,male,30.101858051493803,50.5507261367813,3,2,ok
2981,female,55.933731859549894,75.4949688638873,2,0,promoted
2983,female,24.4259962253273,45.077526314020005,2,1,fired
2984,male,47.5072142574936,37.3683165171556,4,3,ok
2985,female,39.7944690845907,35.5772435913537,4,5,fired
2986,male,53.617600351572,37.3133677468166,4,2,ok
2987,female,24.1010153107345,37.011414628901896,4,1,fired
2988,female,29.4064538646489,41.2908558349241,3,1,fired
2989,male,34.264044538140304,50.795811165979096,4,3,promoted
2991,male,23.1446737330407,73.1239917379754,5,4,promoted
2992,male,47.1513814013451,43.211472409073295,2,2,fired
2993,female,30.9601960144937,35.151404941553196,2,5,fired
2994,female,57.7027456182986,48.013726919638,3,4,ok
2995,male,27.5092522520572,70.64051838466258,2,3,promoted
2996,male,48.8081508222967,35.1563145938411,3,5,fired
2997,female,37.3697350081056,61.1079977989464,5,2,promoted
2999,male,58.7721243966371,46.74943612233871,4,4,promoted
3000,female,30.9245374333113,76.3861477964937,5,0,promoted
3001,female,53.204609612003004,42.570255292652995,2,1,ok
3002,male,48.0236166343093,52.904974830798,2,1,ok
3003,female,42.0505184773356,42.8108545909956,3,1,fired
3004,male,25.926233986392603,45.46070431386371,4,3,promoted
3005,female,39.6277003362775,35.1435327886211,2,3,ok
3006,male,42.5658616516739,39.695234656141,2,0,fired
3007,female,38.0820905230939,40.2554529076169,3,1,fired
3008,female,51.380557017400896,42.85523492773879,4,5,ok
3010,female,44.5146525464952,37.283262296689294,3,1,fired
3011,male,29.6529071498662,78.6629556018673,2,4,promoted
3012,female,50.617318591103,63.87856826066749,4,1,promoted
3013,male,22.358123734593395,38.2560456755915,2,3,ok
3014,male,50.7956873159856,54.4477665804329,5,1,promoted
3015,male,51.794759305194,36.3875513342452,3,5,fired
3016,male,50.9462752193213,66.643317333995,3,3,promoted
3018,male,43.1936586461961,75.7462434010917,4,3,promoted
3019,female,57.260353202000296,36.836364727584794,4,1,promoted
3020,female,35.4440971557051,35.1987647484107,2,4,fired
3022,female,28.718078741803797,58.811461889283,5,2,promoted
3023,male,51.3592858891934,35.1174491183715,5,4,fired
3024,female,39.463327685371,39.3078376020409,2,2,fired
3026,female,24.424041081219897,59.9542055975867,2,5,fired
3027,female,56.7374659795314,35.9650980370167,2,3,ok
3028,male,54.1797296516597,53.6393867423813,4,4,promoted
3030,male,59.8271424788982,42.7299828398184,4,5,fired
3031,female,47.120434390381,78.72189584548009,4,3,promoted
3032,female,42.1775036398321,50.0441633302384,4,1,promoted
3033,male,20.9699817560613,45.8559253794388,3,5,fired
3034,male,41.58542013727129,48.635551677204894,5,4,ok
3037,male,56.7986467853189,46.683020559990204,3,1,fired
3038,female,57.4927884060889,64.3574353612794,4,5,promoted
3039,female,55.9406650904566,35.0214460138044,2,5,ok
3040,male,48.428352028131506,45.6925136130494,2,0,fired
3041,male,57.658927654847496,65.3474412159056,3,4,ok
3042,male,24.8884056322277,51.5429829454467,2,1,ok
3043,male,29.9625449161977,37.595670343886205,2,4,ok
3044,male,30.835871798917697,35.0192101955978,2,1,fired
3045,male,37.573429318144896,37.583643905903,3,0,fired
3047,male,34.0053982008249,57.51994488266249,3,3,ok
3048,male,46.9346178788692,54.624814550005894,3,1,ok
3049,female,45.585136367008104,47.143051464423294,4,5,fired
3050,male,24.702229583635898,51.90981584995401,5,2,promoted
3051,male,33.9209247380495,35.7770801851455,5,0,fired
3052,female,52.7772597689182,35.140114310837305,3,3,ok
3053,female,51.313193310052206,39.8563863737467,5,2,promoted
3055,female,51.9696633983403,57.712456059797795,5,2,promoted
3056,male,22.5862389057875,79.65091374355909,5,1,promoted
3057,female,51.037638047710104,57.3913360553111,5,1,promoted
3058,male,58.4491494856775,35.4447061521664,4,0,fired
3059,male,21.075375452637697,36.727539708891,2,5,fired
3060,female,42.5651293899864,45.47205228907679,5,1,fired
3061,male,43.522932445630396,35.0013124398559,2,1,ok
3062,male,22.4324543494731,49.97986597583,5,1,promoted
3064,female,48.229653248563395,36.3718616165448,2,2,ok
3065,male,39.445296963676796,73.39569933894641,3,5,fired
3067,male,32.604055581614396,36.90491986844479,5,1,promoted
3068,male,57.7231937274337,50.260347395012104,2,2,promoted
3069,female,41.5178054384887,49.5141578001158,4,4,promoted
3070,female,51.0403787065297,42.5341433686369,5,3,promoted
3071,male,33.8594747055322,35.027835895131105,5,5,fired
3072,female,52.1090757660568,36.1972385878416,4,1,ok
3073,male,33.4809350129217,41.2035363166855,3,4,ok
3074,female,46.7132289055735,38.228600827678896,4,1,fired
3075,male,38.4304059296846,58.588071268111804,3,2,promoted
3076,male,51.6235776152462,35.010649520098,3,0,fired
3077,male,34.7558675147593,45.937869377870705,3,5,ok
3078,male,50.577733814716304,35.403694365319296,2,1,fired
3080,male,21.791157508269,70.65322666205499,2,3,promoted
3081,female,59.778097495436704,38.4972604084008,2,5,fired
3082,female,31.7753752414137,75.60967770738071,4,1,promoted
3083,female,34.255241388455,36.7656785595609,3,1,fired
3084,female,52.9832515213639,40.97443173380329,2,5,fired
3087,male,43.99627254344521,39.4659633394539,3,5,fired
3088,male,41.5309324208647,39.3871725534218,2,1,fired
3089,female,39.6182626765221,54.9916219127393,5,2,promoted
3091,male,27.4444736912847,36.101260369734796,2,2,ok
3092,male,40.129411425441496,68.4543124100892,5,2,promoted
3093,female,50.42724166996779,37.3018643453718,2,5,fired
3094,male,37.639978239312796,35.1809287815976,2,2,ok
3096,male,21.8735375441611,73.37751208943341,3,0,promoted
3097,female,32.062572343275,52.0058463237597,2,3,ok
3098,female,38.1348530482501,35.2674046452656,4,2,ok
3099,female,42.6073938794434,58.365661738608104,3,3,promoted
3100,female,53.770555509254294,57.4611138412148,5,0,promoted
3101,male,27.0770422834903,41.2572416950074,5,1,promoted
3104,male,52.5222713407129,70.8187562444354,2,2,promoted
3105,female,29.8237292189151,35.0626274744662,5,5,fired
3106,female,22.3814351577312,36.6268626382639,2,4,fired
3107,male,50.11542727239429,35.3704389392093,4,4,fired
3108,female,50.163255780935295,62.572720591780794,3,2,promoted
3109,male,57.902131164446494,49.0214666618223,5,3,promoted
3110,male,28.1847662851214,68.4437150180389,2,3,promoted
3111,male,49.10511719062921,41.1400063680032,4,2,fired
3112,male,55.34131229855121,61.01760324266029,2,4,ok
3113,female,27.1606526616961,72.8390917799525,4,4,promoted
3114,female,23.714231234043798,43.6320963961796,3,5,fired
3117,male,37.8477020096034,53.9800861326493,4,3,promoted
3118,female,44.925997620448506,35.1693172866643,3,0,fired
3119,male,53.9523304998875,36.2500950223198,4,2,ok
3120,female,20.1072083599865,73.5164170806371,5,3,promoted
3121,male,20.3135529533029,35.9737429460476,3,1,ok
3122,male,52.3757057730108,62.8906786806094,2,3,promoted
3123,female,39.161244872957504,69.3039006748926,3,5,fired
3124,female,34.1594278439879,41.6396587867663,3,4,fired
3126,male,23.5838779155165,52.3351801492258,5,4,promoted
3127,male,51.1099304351956,38.6833695318611,5,2,fired
3128,female,55.8918819203973,35.3836052733202,3,0,ok
3129,male,37.064955858513706,41.067877111243895,3,2,ok
3130,female,50.64222207292911,61.4100586084631,2,1,ok
3132,male,34.36040148139001,75.29855910762629,3,2,promoted
3133,male,57.48946082778279,73.37331745520879,4,1,promoted
3134,male,46.5592698939145,48.7756180510645,3,0,ok
3135,female,52.8493131231517,38.7356629830251,2,5,fired
3136,female,29.027454964816602,58.3645479450095,5,2,promoted
3137,male,26.048319162800897,67.3569965563342,5,1,promoted
3138,female,54.36834697611629,56.50117598260571,2,4,promoted
3139,male,48.102187383920004,36.9297385491095,2,2,fired
3140,female,28.6247188225389,74.85397880711221,3,2,ok
3141,male,30.427348669618397,42.909835452771,2,2,ok
3142,female,27.412144215777502,56.5757901992525,2,2,ok
3144,male,20.4355258122087,35.85109560584971,2,0,fired
3145,female,43.9181880839169,36.3927607107631,4,1,fired
3146,female,50.4958059731871,57.494527329465704,5,2,promoted
3148,female,57.419784255325794,37.7655985385313,4,1,fired
3150,male,49.01974610984329,67.20790061677491,3,4,ok
3151,male,38.4012412186712,41.6098839891315,3,5,fired
3153,female,46.917729312553995,75.53808510509029,3,0,promoted
3154,male,39.5426338911057,37.4926234601801,2,3,ok
3155,female,23.1104409880936,51.1610361206736,3,0,fired
3156,female,48.635938437655604,75.8047534433785,4,4,promoted
3157,female,43.7833371944726,56.474045297898705,4,4,promoted
3158,female,40.7438456546515,66.4089204429073,3,2,ok
3159,female,31.695910692214998,65.9954509918784,4,5,promoted
3160,male,20.7717389427125,49.5368510893566,4,4,promoted
3161,male,30.598829220980395,60.7503752360987,4,0,promoted
3162,male,21.36528971605,46.262189927445,4,3,promoted
3163,female,50.710788415744894,75.29812324697441,2,0,promoted
3164,male,48.2298422046006,35.0783918447517,5,3,fired
3165,male,48.243410801515,35.625396243992896,2,3,ok
3167,male,30.4453850723803,70.27319207908201,2,0,fired
3168,male,30.730061521753697,59.7391765465565,2,1,ok
3171,female,36.4079265203327,47.9887791178335,3,5,fired
3172,female,25.4683821182698,35.1839476067268,2,5,fired
3173,male,27.898865705356002,70.1583370413916,5,3,promoted
3174,male,58.1263011973351,55.610447027873,2,4,ok
3175,female,43.1485277134925,45.8650414292777,2,1,ok
3176,male,27.4470625258982,57.005851901615,5,2,promoted
3177,female,59.45714199915529,60.2778775457024,2,2,promoted
3178,male,41.56818295829,47.091822479801394,5,0,ok
3179,female,44.194661136716604,74.03051216585509,5,0,promoted
3181,female,32.3434867523611,41.7418560619785,2,2,fired
3182,male,40.5775019805878,41.624859240329705,2,5,fired
3183,female,57.118034204468096,69.8094363395207,2,3,promoted
3184,male,44.8029615823179,35.0717041535874,5,0,fired
3188,female,43.2405501417816,47.8903624857006,3,1,ok
3189,female,26.931704506278,53.789161446533605,2,4,ok
3190,male,22.8260760381818,70.2755077092665,3,3,ok
3191,female,35.746699692681396,39.891614897337796,4,5,fired
3192,male,34.8787061590701,42.89883036982079,2,1,fired
3193,male,28.1650026887655,35.110417550857704,2,3,fired
3194,female,20.467755431309303,35.897298513122394,2,3,fired
3195,female,48.737861691042795,38.404437460456705,2,1,ok
3196,male,23.3884178753942,71.1104517812597,3,2,promoted
3197,female,53.7875773292035,70.6202855416621,5,1,promoted
3198,female,49.722771225497105,56.8113694789467,5,3,promoted
3199,female,31.9667191244662,50.05550507948521,3,1,promoted
3200,female,50.2106552943587,41.4687985663247,5,3,ok
3201,female,59.90524679422379,74.71997748571279,2,0,promoted
3202,male,47.728981217369395,45.5162631028642,3,4,ok
3203,male,26.2613841053098,77.2416620486566,2,1,promoted
3204,male,48.9530055690557,72.66333841544859,4,4,promoted
3205,male,29.1305777151138,38.360266156263705,3,5,fired
3207,female,59.5085131283849,57.9153602790625,4,1,promoted
3208,female,33.9917650818825,35.2408916638405,2,2,ok
3210,female,31.337789585813898,56.637227617492,4,3,promoted
3211,female,46.19686164893211,55.6485937690627,3,4,ok
3212,male,35.12212600559,37.4430979679348,2,4,fired
3213,male,46.3449092675,72.1456510982269,3,3,promoted
3215,female,50.7224691938609,69.600343753686,4,5,promoted
3216,male,56.3019180484116,35.0961599287977,3,2,fired
3218,male,27.0427584927529,65.14822729141629,5,3,promoted
3219,female,29.997977949678898,79.578885561816,2,4,promoted
3220,male,28.0600990261883,64.88871741610889,2,4,promoted
3221,female,44.4808179698884,39.882224575468996,2,0,fired
3222,male,36.5401811897755,43.3352301846354,3,1,fired
3223,female,50.86029820144179,35.0692836765795,3,5,fired
3225,male,31.746839582920103,55.8135874107475,5,3,promoted
3226,female,42.100234311074,36.301508395347206,4,2,fired
3228,female,26.266524726524896,36.698781640216,3,2,fired
3229,female,34.6032211650163,41.24283014540671,5,3,fired
3230,male,25.6045339070261,47.2496664853901,5,2,promoted
3231,male,24.5240418147296,44.1664675283232,5,2,ok
3232,female,56.97524123825129,35.0411006927825,2,5,ok
3233,female,31.1104431841522,58.670925772562704,5,5,fired
3234,female,38.61060857772829,79.25837212159391,5,3,promoted
3235,female,50.6067586038262,60.56050579826329,2,4,ok
3236,male,38.660386549308896,36.3077722883583,4,1,fired
3237,male,23.0630966182798,47.915552870777205,4,5,promoted
3238,male,30.3413335978985,49.51102708661121,3,1,ok
3240,female,28.5428609978408,38.8978399996685,3,0,fired
3241,female,34.344533504918196,55.984192434555204,5,2,promoted
3242,male,32.4698713794351,36.053384618137606,4,1,promoted
3243,female,53.71134285815061,65.07261795404109,2,1,ok
3244,female,30.925396513193803,43.2214367952004,2,5,fired
3245,female,59.371101083233995,35.0036036194611,5,2,ok
3246,female,30.6949554104358,69.9392821147111,2,1,ok
3247,female,33.7053443212062,78.4605556074634,2,2,promoted
3248,female,20.993631370365602,63.086882227554206,3,2,promoted
3250,male,30.1388835068792,78.1434368845206,2,4,promoted
3251,male,32.2286059893668,35.4198408665096,4,4,ok
3252,female,39.8100022505969,60.1030369338377,3,2,ok
3253,female,51.328387679532206,56.4115578129589,5,0,promoted
3254,female,43.3472271542996,61.464417527154204,3,1,ok
3255,female,47.8615530300885,35.96185211094,2,1,fired
3256,female,51.4092164859176,46.62706361471889,4,0,promoted
3257,female,36.6645966563374,40.8003673482145,5,4,promoted
3258,male,22.9212438315153,74.9110250377615,3,0,promoted
3259,female,20.709645953029398,35.645064995647395,5,5,fired
3260,male,32.8033465519547,47.086060340595296,4,3,ok
3262,female,33.661117590963805,41.2304728889636,5,3,promoted
3263,male,21.494535701349395,59.92032938652039,2,1,promoted
3264,male,29.176500113681,53.563951806884496,3,2,ok
3265,male,36.2993376795202,44.7554386140148,2,3,fired
3266,female,50.5306167900562,38.384213830238,3,2,promoted
3267,male,35.584415374323704,41.6484144227093,2,4,fired
3268,male,42.9562390036881,63.279993840356795,3,2,promoted
3269,male,30.6676868535578,66.82851815386721,5,1,promoted
3270,female,28.741061249747897,58.4388014761417,2,4,promoted
3271,female,44.3460685666651,55.2218065830836,4,4,promoted
3273,female,53.367030397057505,35.1275219004514,3,1,ok
3275,male,50.3102572355419,45.307076694059,2,2,ok
3277,male,37.1271044760942,39.9326382121666,5,1,promoted
3280,male,38.4844801574945,53.8578304181374,2,4,ok
3281,female,33.6400132719427,37.615428926040295,2,1,fired
3282,male,53.94436577335,37.8172044018638,2,1,fired
3283,male,34.9099306482822,43.272344874253996,2,5,fired
3284,female,24.0455473214388,35.7771748035637,3,3,ok
3286,female,43.823670120909796,36.9063489398262,4,3,promoted
3287,female,55.3519453853369,60.5861972249035,5,1,promoted
3288,male,20.949878394603697,76.70208795358441,3,4,promoted
3289,female,51.938067600131,35.0912921544349,4,1,fired
3290,male,57.3998882621527,41.7426785592411,4,0,fired
3291,male,52.050014184787905,40.1220633921301,2,5,fired
3292,male,46.5849822200835,37.7118456703789,2,0,fired
3293,female,36.3820495642722,36.097871091788896,2,0,fired
3294,male,43.0564903933555,41.8374331751592,4,4,fired
3295,female,31.6086320858449,41.122237768625396,4,3,promoted
3296,male,20.27837109752,37.5872815953129,5,1,ok
3297,female,51.575384624302394,37.42861228152071,2,0,fired
3298,male,32.2293125744909,35.36025408185729,3,5,fired
3299,female,51.5776706393808,35.2326017506942,5,0,promoted
3300,male,41.556806564331104,35.5945967402372,5,5,fired
3301,male,44.9000425264239,77.9222128033428,2,4,promoted
3302,male,30.013039708137498,66.6605026128121,2,3,promoted
3303,female,27.1597447991371,40.8572173059179,4,1,fired
3304,male,48.1696636416018,37.0039929199041,3,3,ok
3305,male,49.3905566167086,40.9695850427821,2,3,fired
3306,female,36.3155518099666,64.4060612325842,4,4,promoted
3307,male,28.590005738660697,66.1401938247593,3,2,promoted
3308,male,49.169386830180905,56.3226386173269,2,1,fired
3309,female,56.9020842388272,37.977383458158606,5,1,promoted
3312,female,33.710423409938805,49.7028668248176,5,3,promoted
3313,male,52.2690441831946,36.4384728616859,5,5,fired
3314,male,51.2961901910603,47.719957154324796,4,0,ok
3315,male,53.7793951481581,39.561512910861296,4,2,promoted
3316,female,30.511215720325698,35.7223119001677,2,4,fired
3317,male,55.83669654093679,63.832131682448704,3,3,fired
3319,male,45.5198837630451,55.2068897660934,2,2,fired
3321,female,46.836151368916,44.6236695094964,3,3,fired
3322,male,51.286276513710604,73.83934465789541,3,2,promoted
3323,male,53.9129773620516,49.437173215383,4,0,promoted
3324,male,53.7954463344067,38.1499611723089,2,1,fired
3325,female,35.9273825399578,47.2832262329804,4,2,promoted
3326,female,37.355401078239105,54.7971515505375,5,0,promoted
3327,female,35.7077256124467,58.072877030036295,5,5,promoted
3328,male,23.579308828339,35.52651998400629,3,2,ok
3331,female,55.784562537446604,36.7446381579744,2,4,ok
3332,male,29.668508581817196,78.8539534541621,2,5,ok
3333,female,56.7077640909702,36.6933341560499,3,3,fired
3335,female,43.093506209552295,38.6362592748412,3,2,ok
3337,female,50.8285445347428,39.1549883827955,2,4,ok
3339,male,54.386336738243706,76.80692322669591,5,2,promoted
3340,female,26.8756499979645,37.9257028309738,3,0,fired
3341,male,39.718994526192496,41.8872597585487,5,5,fired
3342,female,43.666192190721596,37.456681290648,4,0,fired
3343,male,24.7713341750205,39.588748754048,4,1,ok
3344,female,45.823975298553705,37.1513035915169,4,0,ok
3346,male,43.7933913338929,54.2687103250387,4,4,promoted
3349,female,48.3958093915135,48.2236614524763,5,4,promoted
3350,male,35.7558723445982,35.0017025279139,4,4,fired
3351,male,30.562751730904,55.1396753104183,5,1,ok
3352,male,26.0256139934063,35.9927957416558,2,5,fired
3353,female,51.8301589787006,67.19831648577471,2,4,ok
3354,male,52.579508777707794,73.97515299954641,4,4,promoted
3355,male,22.8025675285608,79.7165709540767,5,5,promoted
3356,female,36.5241278614849,51.826034157090795,2,3,promoted
3358,female,57.7907306235284,56.4348975275323,4,4,promoted
3359,female,26.4193153288215,63.314861185295804,2,3,fired
3360,female,26.1604468431324,78.5599780349614,5,0,promoted
3361,female,52.549159936606905,39.338463576655606,5,4,promoted
3363,male,39.9231212493032,58.12001942448399,2,0,fired
3364,male,58.206359818577795,37.9411724522045,2,1,fired
3365,female,31.5848834812641,72.36355832397459,3,1,promoted
3368,male,24.6729582641274,35.039334007624895,4,3,promoted
3369,female,54.447645833715804,35.079748788347004,3,5,fired
3370,female,50.6003115978092,64.1134698754,5,3,promoted
3374,female,58.146917382255204,39.008623185672,2,4,ok
3375,male,38.3625587262213,57.333561136981004,4,4,ok
3376,female,26.2655461858958,56.406410283597495,3,4,ok
3377,male,54.7286792192608,35.4614798530739,2,2,fired
3378,female,50.2843154128641,52.1992998630431,2,0,ok
3379,male,35.2480869460851,39.256546301259604,4,2,promoted
3381,male,35.7499525789171,69.9258951200334,4,4,promoted
3382,female,20.0242240633816,49.1385046263154,2,3,ok
3383,male,38.964561596512794,40.548787029097,2,5,fired
3384,male,50.5160438735038,51.6642282877132,2,1,promoted
3385,female,54.2397136427462,48.146143302389405,2,4,promoted
3387,female,46.4778281282634,47.70554636372871,2,1,ok
3388,male,36.4047375973314,58.793755053263396,4,1,promoted
