,year_of_birth,height,weight,scars,colour,year_of_discovery,number_of_lost_teeth,life_length
365,51,52.14298702195929,13.1678647603297,2,blue,1718,7,789.5916205985969
366,-411,51.4063393482839,13.6136270247562,1,blue,1718,5,751.6202930291431
367,1616,51.1624405232162,13.0914966044225,1,blue,1718,17,1002.7930735004599
368,-1389,48.941151675439606,12.529705954749598,10,blue,1718,4,1078.1819107480499
369,357,44.9485497713307,12.233594335020301,3,red,1718,8,892.2488920574209
370,-182,59.51613199827721,15.539128473320698,12,blue,1718,17,1422.94715181385
371,-907,50.5202033898523,12.7474604366978,11,red,1718,40,1821.88496580049
372,-1426,36.7287987279756,10.994847595898399,1,red,1718,26,1163.23197096131
373,-776,44.3920776941179,11.252212786617001,1,blue,1718,29,1250.54103612462
374,-1492,56.0028621343423,15.2444617312881,5,red,1718,23,1287.94069890531
375,920,47.649647658390705,15.471794715567901,3,blue,1718,18,982.441161068273
376,-1353,53.0972921360798,16.141133815072,5,blue,1718,3,867.7682272701351
377,1236,43.672222351607,12.8649809410766,13,red,1718,10,1235.98677359365
378,1626,41.5263490178874,10.389612383331901,15,red,1718,38,1949.67006443083
379,-174,54.4109223897968,14.953936752901,4,blue,1718,34,1462.5170369605898
380,-200,45.262498893404896,13.503337324112,4,red,1718,30,1330.07875470253
381,-1333,48.52981744225511,12.8278297146417,1,red,1718,1,624.907806738223
382,-88,60.1311270721319,15.902317508510698,7,blue,1718,4,953.219045232755
383,230,51.558136986365795,13.124328063284599,0,green,1718,11,837.083733179981
384,28,44.2224958093098,11.308533291901698,4,red,1718,38,1551.25661469491
385,-645,57.095609685312205,15.3994730003758,27,green,1718,27,2212.4088407733802
386,-1929,60.6609287290402,16.3065959808587,3,blue,1718,22,1169.25676621252
387,-1410,47.816694564558894,13.277933097262899,14,green,1718,11,1375.72281302332
388,1082,62.9664986724244,17.1050495345244,7,red,1719,26,1273.78599780105
389,675,50.5327314803487,15.163213427846902,0,green,1719,19,886.0835069099151
390,1054,51.081036005044794,14.1016407058775,6,blue,1719,20,1139.38890258344
391,-524,48.56706020032289,13.8827645269808,5,red,1719,18,1145.6931301858501
392,-1951,50.385634672130394,13.719544471257999,14,red,1719,22,1577.48716435411
393,-1017,55.320560428382905,14.9040771710904,5,green,1719,21,1202.9167145564
394,-1688,60.6151416686301,15.5650857540996,27,red,1719,35,2378.4549004446
395,-566,66.21354354456601,18.805245017040697,0,blue,1719,5,673.921436623915
396,342,61.9014763644917,15.7352149629257,0,blue,1719,39,1379.9069522763
397,-645,49.8484837133971,13.666052182386,6,red,1719,1,885.1967287842801
398,-1780,53.995943649297,13.610357143949699,16,red,1719,34,1947.24945033493
399,1161,47.720017386897,14.064990504499303,4,green,1719,23,1133.56492708212
400,1065,51.0771116207785,14.7692935238902,10,red,1719,7,1029.94624775672
401,1612,46.142462861425,12.1751892526352,0,red,1719,39,1340.40660958791
402,-1087,43.4645037102763,11.347322212328901,6,red,1719,8,1006.8309155422198
403,-1881,38.2641310985479,10.3106691617135,4,blue,1719,17,1086.8747116458198
404,-68,47.452485763132294,12.3333349858038,3,green,1719,32,1343.3727077141198
405,-1226,51.872533913734706,13.060882911560002,1,blue,1719,27,1192.47196059474
406,-1969,42.5956852327006,12.2745555443524,5,red,1719,9,971.8671367707029
407,1022,54.379318271353796,14.3996712873642,1,red,1719,6,679.618828000512
408,-1174,48.00515590168139,12.847635767212,3,red,1719,35,1447.8372398904598
409,-147,43.03260686415771,11.3504016198673,3,blue,1719,12,989.537772378949
410,-1662,51.493497414920704,13.7081537801437,5,red,1719,23,1248.55309597701
411,182,50.375345586814795,13.0678207314786,10,blue,1719,33,1679.85320638431
412,20,46.8957141792161,13.9572647195386,15,blue,1720,23,1673.85373003582
413,-363,43.9303882910283,11.1859516349241,20,green,1720,23,1876.9452088842602
414,873,45.45302910391021,13.4215995464466,5,red,1720,12,968.8582841760569
415,-922,50.477715136075204,13.0322405909099,5,red,1720,19,1218.3628280553999
416,-1780,47.1252215902931,13.333130555787301,35,red,1720,32,2605.7098446267396
417,-1066,48.6828237486208,12.1717993452481,6,red,1720,12,1102.44540763477
418,897,51.21557680217939,13.8175328310122,46,blue,1720,9,2499.62889452231
419,-812,62.8697002573417,18.2951256810012,4,red,1720,38,1519.69974861949
420,622,53.4459616238517,19.7478691539272,2,green,1720,20,1002.6612350954301
421,-1879,53.9067177047958,14.8626177790622,51,red,1720,17,2974.56720168415
422,-1243,43.0102511379338,11.535047194772101,4,black,1720,34,1443.4020631589099
423,-1900,48.273451743463404,12.6246781600179,1,red,1720,38,1401.9788504932699
424,1661,57.434255883243196,15.080453007751201,10,red,1720,23,1436.26769686304
425,1474,43.842617165395495,11.220216014056401,8,green,1720,16,1131.14309803732
426,-349,50.4098238534704,13.3632567803756,1,red,1720,29,1228.7325277095802
427,-1223,53.2781464829649,15.4018159768117,11,red,1720,12,1282.70314326794
428,694,53.477485631168,13.8633902004324,10,green,1720,7,1053.31093841577
429,733,42.816598871846,11.432901021547599,18,blue,1720,3,1283.96870060642
430,1219,58.9705759939344,15.351804302069302,11,red,1720,21,1385.70660111845
431,1564,51.128294530314506,12.887406585968401,20,red,1721,16,1705.74670476108
432,-1108,49.725027898313506,13.940774039321001,13,blue,1721,10,1303.22419137135
433,-975,43.664730480321595,11.752319043089699,1,green,1721,29,1219.38120828523
434,494,47.7957195515956,13.1753993226546,21,red,1721,27,1950.9784856094197
435,-29,46.8912390355316,12.4038545539676,11,red,1721,5,1144.9457606917401
436,-1764,60.5615702127963,15.6989492281787,15,red,1721,8,1352.8989387750999
437,-1518,51.9211061029171,13.8888117086623,16,green,1721,8,1411.34533302692
438,1147,44.3490547085982,11.159430609347,0,blue,1721,9,692.8675499419
439,-703,51.949314937788294,13.2287265099491,1,red,1721,18,991.110821181126
440,1587,47.410084439422,12.9268499920401,2,red,1721,3,737.264796300097
441,-1709,57.8831840478706,14.5607968714294,17,red,1721,10,1471.0827143749402
442,1310,63.4060106509651,16.176366342914,32,red,1721,14,2068.90321619754
443,-1932,59.1094751448945,16.9217589574913,2,red,1721,37,1421.81341945043
444,-1081,47.088976840071794,12.295040304126198,8,red,1721,38,1713.3305877507098
445,-721,42.1686186384813,11.7003672924505,20,blue,1721,39,2183.41074175263
446,112,44.4323444394388,11.1830027604008,6,blue,1721,20,1220.38036313604
447,492,50.91989045065829,14.6644247007058,1,red,1721,6,758.7267180043519
448,-593,56.9779940321453,14.585673558511,39,blue,1721,15,2493.4524651236497
449,577,42.8789713495844,12.3168694624073,13,blue,1721,15,1330.92300334517
450,-1640,46.678544390317704,11.7537316976405,3,red,1721,3,762.119318069244
451,-1760,50.4795720193391,13.3153328668801,1,red,1721,25,1134.59595898014
452,-285,42.780440697993896,11.8310803143325,22,red,1721,25,1958.00046767284
453,-1599,44.7062252049618,11.272011629495001,2,blue,1721,25,1159.6690021345598
454,875,71.614824056372,18.0476835467219,6,blue,1721,11,959.120284243494
455,-713,49.0153028253041,14.368368171059501,2,red,1721,29,1269.0259291776401
456,848,61.2392309428303,16.4396945305009,18,red,1721,1,1278.6164164304598
457,445,56.1088604029764,14.3828419408885,3,red,1722,2,760.6769275328489
458,1182,60.894709420177,15.795237690855501,9,blue,1722,12,1091.4944454368801
459,-706,43.75400201187549,13.020580004665401,4,blue,1722,38,1537.61903374514
460,-1472,45.610633987586496,11.609698340191601,3,green,1722,40,1493.2370124781698
461,1644,49.365064804273395,14.5536272472534,11,red,1722,18,1420.66911735513
462,-1990,48.4129990893661,13.5026483897039,15,green,1722,9,1339.27327798286
463,-263,48.507313894796496,12.448030590717499,6,red,1722,12,1089.81905032585
464,765,43.805443950911105,11.8887046819554,6,blue,1722,9,945.2348404459971
465,766,46.521594693208996,12.1513423131022,13,green,1722,19,1430.7191153487197
466,-537,42.3894078844504,11.1783884382177,19,red,1722,13,1662.87063169194
467,-1631,53.374749833706396,13.6391648026648,50,blue,1722,29,3186.79710804011
468,359,45.7311773294199,13.650216640629198,13,blue,1722,20,1519.50424381239
469,-1679,45.31875150725389,12.1660706709654,11,green,1722,39,1808.80075065284
470,1665,48.8413150436473,13.3228078422472,2,blue,1722,19,1035.10010735681
471,1646,51.588648787726704,14.395969511835402,13,red,1722,4,1203.1045210042098
472,1723,46.1529239310779,11.5901719755684,1,blue,1722,31,1259.98005389454
473,2,58.186556234611395,14.599561612501303,8,blue,1722,4,980.4603989432069
474,-1825,55.041868871502196,15.2347691677404,20,red,1722,31,2015.47685824388
475,1421,46.9142972636596,11.7758752962882,3,blue,1722,33,1278.81079247587
476,-774,52.696585068884495,13.4237239194185,2,red,1723,33,1329.68837578784
477,-450,45.128946316425896,11.5226810120505,35,blue,1723,17,2336.32204138809
478,1788,66.133019854108,16.7868348955857,0,red,1723,30,1181.33116920118
479,1468,48.490067085871495,12.339958684674,10,red,1723,26,1452.7245948377301
480,-897,53.327989972246,14.7967637807048,3,black,1723,27,1288.17306789877
481,643,57.9772254991796,15.5674201812986,30,green,1723,4,1752.1816083687302
482,-1843,33.706729635804,8.66967451670744,2,blue,1723,8,872.17672409099
483,724,53.3148760637294,14.205316006696998,39,blue,1723,26,2561.08625057947
484,898,43.87870209576771,12.218469470479,7,red,1723,38,1545.31079683072
485,-1393,49.9982678203955,13.3858399942939,1,red,1723,25,1126.67657978949
486,1514,47.433676972001,12.755955712373499,10,red,1723,20,1403.56883284464
487,1086,54.3600246328315,14.307764963998,17,green,1723,30,1731.60680239155
488,938,38.5726043006883,10.3354599900197,12,red,1723,28,1554.39934792731
489,-656,49.427688632594204,12.559996530987698,5,blue,1723,40,1583.86944992073
490,-1527,42.5818565733315,10.945634848520902,22,red,1723,35,2179.63054326081
491,1374,49.1595685004459,12.4384963313798,13,red,1723,27,1536.01855138269
492,1242,53.980615073958,14.755490025964802,2,blue,1723,13,831.438804660414
493,1209,46.03007791676829,11.9336537898714,2,red,1723,20,982.224662947955
494,-701,57.250135825464795,14.4539682579884,1,green,1723,14,929.332275793166
495,-930,58.5146345964265,16.415532222459902,3,red,1723,24,1231.48289787405
496,-1529,42.7198933708589,15.305159059359902,24,blue,1723,12,1839.52196204661
497,790,55.378774629579496,17.3843307962519,4,red,1723,36,1343.9660845306698
498,964,60.619878393429296,15.3325706647753,0,blue,1723,17,874.5609399416691
499,1501,52.0106028212239,13.5188283758705,24,red,1723,37,2332.5858139894603
500,-1759,51.0655531101311,15.3322539039654,6,green,1723,33,1497.1307473568802
501,-1467,49.9511029027749,14.0361494247979,4,red,1724,25,1249.9265817107598
502,-1479,67.7850177236228,19.331874409599898,5,red,1724,15,1114.89066025637
503,704,50.4166164873335,14.334976113088699,2,red,1724,21,1014.68304539599
504,-1314,50.541848925046,13.656203144410801,12,red,1724,21,1461.46199358173
505,-1664,46.022323751238005,11.836377909261,4,red,1724,0,755.1807863279961
506,-1190,52.2053272627331,14.5045565416206,1,green,1724,25,1105.42519068487
507,-1095,50.203800047097204,13.1888214825423,0,blue,1724,8,742.742664152506
508,-1716,42.722414896473296,14.169646592746,0,red,1724,5,721.6023426254919
509,254,52.55445086552729,15.1777873680249,22,red,1724,18,1855.37956446156
510,-356,54.1579409248938,13.7721790477586,5,green,1725,19,1197.14325301911
511,639,45.07392914794029,12.805531790897998,1,red,1725,21,970.466306966473
512,1477,45.1749643620251,11.332979137017901,13,blue,1725,14,1294.58370261077
513,-1274,50.3971909570068,13.592716175042,4,red,1725,24,1239.1073455749001
514,-642,50.627432955822705,13.185752625776301,5,red,1725,27,1303.6614272766
515,-943,52.0810040282685,13.9693173935832,29,black,1725,39,2560.72113969581
516,-241,47.850194796012495,13.574038114087902,10,red,1725,34,1668.92022379808
517,1204,46.3479488088867,11.759797356723,4,red,1725,7,830.465818750224
518,-814,41.43472067703671,10.416875662285099,5,red,1725,26,1297.64128550449
519,855,39.734691154041705,10.3046457445755,2,red,1725,16,912.2527170006441
520,-1129,45.9556579048499,12.407925163799801,1,blue,1725,31,1263.25630777539
521,503,70.0690715999117,17.9267336129387,0,red,1725,25,1028.43338164231
522,-1456,45.77279130618529,11.544524921727099,11,red,1725,33,1698.16388634905
523,155,63.448145916672004,15.965988930209,9,green,1725,13,1228.8160038468
524,-391,48.71110697943029,12.5024937267413,28,red,1725,34,2419.58131875624
525,273,42.1155129813036,11.074909340879099,3,red,1725,39,1522.63562131687
526,-258,51.4316295088484,15.0878690498839,0,green,1725,14,870.361232283901
527,-5,57.2302672373946,15.285519386212401,3,green,1725,25,1221.58870742223
528,141,39.092285594020204,10.0484174867282,24,blue,1725,17,1886.2678876225898
529,-300,52.2778282154706,13.1904511546805,0,red,1725,1,607.218236134831
530,1080,47.5407535798015,12.5837374731986,5,red,1726,3,730.7991787329711
531,-1603,60.28458517709021,15.345225085302301,1,blue,1726,11,831.176306718527
532,52,44.9109449688155,11.520869150380499,5,red,1726,1,806.288322424852
533,-1186,40.170124102235896,10.5037581598948,3,red,1726,10,930.212789740934
534,1203,49.7891008079044,13.6823451678778,47,red,1726,16,2706.4399865602104
535,-27,60.9031109658879,15.8280912558052,17,blue,1726,35,1956.5214635193802
536,-1515,40.753958897318,11.059578815812,1,red,1726,16,953.435148010851
537,-550,36.7434275789711,9.381244274940421,1,blue,1726,16,936.995327226324
538,1236,48.569408732603996,14.2664013231654,0,green,1726,16,809.5042693417529
539,-1298,43.3139598258473,11.082091514037002,5,green,1726,15,1136.25458865627
540,883,45.8734782711774,14.9687466023528,8,green,1726,33,1488.40579750819
541,-900,52.5999847800836,13.9940377027009,2,green,1726,7,816.901999917945
542,-204,45.959396168554704,12.505120566995402,14,blue,1726,37,1897.5882967857397
543,323,61.7225657285085,16.0504864061458,1,green,1727,32,1299.84199880041
544,-396,51.4596519440426,12.900531032107198,9,blue,1727,24,1407.7507805055802
545,-969,52.137254007624904,14.941049825432199,3,red,1727,40,1545.0941234881698
546,-1683,62.1535292349216,18.8401645962196,9,blue,1727,36,1703.72812116682
547,1089,54.46424022032699,13.6312083772358,1,green,1727,30,1129.05840936666
548,390,55.0917343466806,17.5311766014961,1,red,1727,25,1122.0460933094198
549,155,45.788878144586704,11.551563829258098,2,red,1727,9,905.687925341125
550,-551,43.9209983461902,12.0365785157498,9,red,1727,21,1378.8260706675699
551,1220,47.044669146721894,12.1341033529205,3,green,1727,17,958.006560546125
552,1749,39.37775840333921,10.5469482914415,22,blue,1727,11,1710.02605102948
553,-198,51.2669263538924,13.0282609686493,16,red,1727,29,1798.03818140568
554,-1067,54.703203157648794,14.1475312298016,14,green,1727,35,1850.87008331823
555,-61,52.530478170922,14.0708137148979,4,red,1727,36,1485.67447397431
556,-889,48.101244886843794,12.0618480882739,3,green,1727,36,1470.46029135759
557,-1693,43.93169488869639,13.1775054173198,10,red,1727,25,1505.12269945245
558,-1504,48.4329048880057,13.0755759384216,3,red,1727,25,1211.46820487023
559,-1364,48.4672623434439,12.8647410862044,1,red,1727,36,1329.83710959502
560,468,51.4476715454998,12.9818642851473,1,blue,1728,38,1435.44564189549
561,-1491,47.605215761910294,12.1831842858568,1,blue,1728,10,845.318541250945
562,395,44.70998942974871,12.460433926698402,16,red,1728,12,1465.39128950288
563,-608,60.201128718255795,15.2124444785843,12,green,1728,26,1573.0993807912
564,-1922,64.8763789499562,16.384137149490698,1,green,1728,16,985.302854231067
565,-517,57.265739648312994,14.4251957857706,28,red,1728,13,1976.7310338119198
566,-82,62.106549408781994,17.5541183995481,45,blue,1728,38,3178.15465010928
567,-317,47.8874943057977,12.480441002337502,3,green,1728,19,1083.0984679210699
568,1281,62.6301985630423,16.9022054547404,0,red,1728,26,999.114575676719
569,1324,53.3481752212724,13.5247858472961,0,red,1728,10,688.1145006024201
570,-1602,59.509988787675,16.2273940590483,4,green,1728,0,768.2745654045219
571,-823,38.8146274976485,13.939991324056802,7,green,1729,39,1684.9092786051801
572,1582,54.601287659116494,15.251797689937,24,green,1729,17,1934.44581106572
573,1311,58.95869801261271,15.4326559148561,5,green,1729,26,1247.76207304774
574,-1437,53.6865713314436,15.471300658157402,14,blue,1729,3,1222.17575097235
575,-30,53.2855994046714,14.4676040740508,23,red,1729,40,2369.03578636172
576,1112,37.91494164389071,10.5765400848781,23,red,1729,3,1495.8245862590697
577,-902,50.7135032130815,12.7901567456881,3,blue,1729,13,981.7714539806129
578,-1201,38.4338212472988,10.556320727147199,13,blue,1729,22,1569.0510960413299
579,-729,50.59008470811,15.814621345624001,0,red,1729,7,756.0983469132719
580,-283,49.531993924599,12.7335360126933,2,red,1729,34,1376.8393006137198
581,-287,53.6369270272219,14.9354447688394,3,blue,1729,32,1339.656457428
582,-1984,58.5295744637362,16.084325848834,21,blue,1729,28,2017.39445291267
583,-627,53.426570380970105,15.1166133753649,2,red,1729,23,1130.1293283989698
584,-729,61.7799133057182,15.9485382641302,22,red,1729,11,1712.47028008289
585,1426,48.8091942400455,14.435988227542401,2,blue,1729,1,602.026348886702
586,796,40.9982378927609,10.7236214321477,6,red,1729,34,1383.5713657207998
587,1348,58.5613743970603,15.828535224512699,14,green,1729,23,1517.3098062354902
588,86,48.5468314045795,12.3066690582255,3,red,1729,27,1251.36216404267
589,-661,44.26240385516851,11.380512572842,5,red,1729,35,1508.44745863528
590,-1472,43.9969159219856,11.734469207997199,2,red,1729,25,1142.0409369241802
591,-1554,43.5706108051645,11.1554701758389,1,blue,1729,18,1005.4249183604599
592,-1313,54.607714727506504,14.325739594172802,3,blue,1729,7,829.634233952565
593,912,42.4757120526501,12.009440050932401,6,green,1729,11,960.915988780153
594,-615,54.7210139086619,14.127281998613801,27,red,1729,32,2321.76687204969
595,58,54.185950458890495,14.982006972781802,1,green,1729,35,1359.61475120862
596,-1858,56.2040158946819,15.9423160381894,4,red,1729,4,844.52154449325
597,1235,50.118302650942,14.9745622528952,8,red,1729,9,1019.83107901893
598,1640,46.4787986452033,11.853796904121802,9,red,1729,20,1345.2275852150099
599,351,56.08115040888929,14.5219352813575,48,red,1729,22,2995.12852387174
600,1135,49.6111857800845,12.8358973866121,8,red,1729,26,1360.09324815545
601,399,56.496699421626204,15.767205441043698,5,red,1730,28,1390.49036972146
602,556,54.0404609044098,13.8383913099145,2,red,1730,15,866.403257586093
603,-1135,52.64871071783111,13.458904144683,21,red,1730,17,1776.0071988708398
604,304,48.043828411469605,13.073065125250599,0,red,1730,4,675.9896657118389
605,861,53.2734436198388,14.3449081682941,13,red,1730,20,1440.90062566268
606,-1674,53.301719838316096,13.6190880708235,5,red,1730,9,994.152430160959
607,175,35.8565605439038,10.4260443878399,5,red,1730,14,1070.6349498942
608,259,48.59785582131371,12.796331150938402,25,red,1730,11,1827.89201905625
609,-446,62.2357542848675,15.8762001362279,6,red,1730,24,1299.057004419
610,-63,56.1916454018747,14.137806878322802,15,blue,1730,20,1599.70445245004
611,727,47.4108970459884,12.016839024060399,3,green,1730,21,1020.69806442646
612,-853,43.733721687046206,12.7563800751689,20,blue,1730,28,1947.9004613086802
613,26,60.675447359827096,21.070828103930896,17,red,1730,8,1423.51993777301
614,1403,56.9662058455999,14.8229264279394,3,red,1730,25,1095.57573115785
615,-596,59.7216214342057,17.1929499763713,23,blue,1730,2,1550.93132239302
616,-77,55.8433593093962,14.7418994398271,19,red,1730,18,1747.3460906941102
617,565,43.87813091766271,10.9804133109846,8,green,1730,38,1609.25584810379
618,-1712,49.613272352660395,13.1876680456041,22,green,1730,21,1898.05889597087
619,1502,46.5196574941533,11.8698035957355,18,blue,1730,40,2083.11565493538
620,829,51.458244375776,13.5482018943605,13,blue,1730,20,1410.45386397294
621,1149,53.9326544739314,13.5320378054344,1,green,1730,24,1049.56960007467
622,731,58.9705230897369,15.654575472797198,10,red,1730,0,914.3359847781579
623,-461,48.112077356255796,13.748662900991302,5,red,1730,8,957.862279664191
624,-1766,53.81748230983621,13.5983298147217,3,blue,1730,28,1266.61454327194
625,-157,48.6881717735008,12.919231456500402,10,green,1731,20,1386.4520015051
626,-1524,49.3869639899084,13.4642750034496,0,green,1731,9,743.066810060237
627,-231,40.803234416474204,10.4003206654983,5,red,1731,21,1209.83714145937
628,-515,52.8419646583887,13.4422463202015,25,black,1731,14,1851.15730105672
629,562,43.2205625699549,10.813424322410901,13,red,1731,28,1544.57174889339
630,-1444,54.4917446412837,14.2024667491378,24,red,1731,14,1848.0368994357502
631,-264,56.982489654686795,15.717867989447802,2,red,1731,36,1459.66102974983
632,-1326,39.7773779780608,10.3470568335849,10,red,1731,33,1639.08511893298
633,29,50.3733132452452,14.2743299215444,17,red,1731,20,1696.5682429236401
634,-113,63.502784773279295,18.080061561604897,17,red,1731,24,1743.0330948917401
635,1358,43.5703072793801,13.0729172092152,4,red,1731,21,1091.39515025449
636,425,54.1494879890325,14.412506363780599,2,green,1731,1,710.61071412291
637,1004,59.1015550085913,16.266672841226804,12,red,1731,26,1496.28221727661
638,370,53.867055207321904,14.6548726082868,7,blue,1731,27,1412.12869363637
639,739,41.009794509143795,10.4286546078774,3,red,1731,4,730.489942875445
640,-1216,39.9415750625288,10.185709230385902,23,red,1732,23,1999.41445258978
641,-1387,50.239821036618004,12.766766157302001,1,green,1732,22,1057.99470092118
642,9,47.991367360434,13.553313798617001,21,red,1732,5,1553.8474284779002
643,-1173,43.728453233899295,11.317059928100901,1,green,1732,33,1282.2016655757302
644,517,68.2709941790109,22.292639180738803,12,red,1732,0,988.322649761979
645,-1651,46.5278296857121,12.2531850402006,2,blue,1732,37,1462.5715290978399
646,786,48.8016681634873,12.249878516938601,0,green,1732,6,621.945827504974
647,-1702,30.5974261935888,9.15668890495983,15,blue,1732,31,1790.8850986664302
648,652,43.9468716173182,11.010257576935198,4,blue,1732,1,665.6347632666719
649,-1097,51.957934881530896,13.631334051249599,25,green,1732,5,1680.6972045208802
650,-1217,57.1191382268114,14.463229913954802,55,red,1732,39,3564.30321191419
651,-475,56.8177603232949,14.699514318986198,7,blue,1732,36,1639.7468446075102
652,323,49.1715894569585,12.5331211333381,4,red,1733,23,1212.94347388238
653,-1035,37.64378974359921,9.84941430850438,11,green,1733,22,1445.17107014117
654,-1125,49.2614000893937,14.847824791501699,27,red,1733,1,1686.54312763835
655,259,51.1807757400999,13.1520178695101,13,blue,1733,15,1437.01719934293
656,-1529,51.547731840126,13.8401075175263,6,red,1733,1,841.433975100289
657,191,47.5858216854296,14.3646380859608,2,green,1733,37,1428.9047091912198
658,1472,41.543454666746,10.867640426646302,19,red,1733,39,1982.8800808222
659,43,34.5593353582007,8.77466484292924,1,green,1733,22,1117.13155015754
660,-914,45.2290695769814,13.008379425783401,5,red,1733,25,1336.10417904352
661,-1617,40.131853731658,10.7217144412761,13,blue,1733,27,1647.27436359661
662,-1,57.1837542082619,15.0288103860421,2,blue,1733,27,1189.79088431074
663,-869,67.1310010558219,17.0894451114871,37,blue,1733,37,2840.4994800667
664,1110,51.403408760978,15.999066835768001,8,red,1733,22,1245.76347640063
665,1626,58.1803887141262,16.4937859071824,1,green,1733,18,1035.10853137668
666,831,41.1377198165467,10.8500300927599,6,green,1733,6,860.278491966267
667,1187,54.9309368525863,14.552293187697,24,red,1733,28,1998.73781237395
668,-151,54.1148567841475,14.521713433025598,7,red,1733,21,1281.0540223716198
669,-937,52.81267023079761,13.741946405248498,3,red,1733,12,929.477646029198
670,-1238,58.5729170588397,15.4934157553355,14,red,1733,27,1690.37455745896
671,1159,51.34392679781429,12.858246159555302,1,blue,1733,30,1129.8893546889099
672,-18,49.733005052119104,14.2164927249082,8,blue,1733,13,1157.0397033805802
673,1338,53.9572861802487,13.981426984367499,6,black,1733,38,1526.74238566547
674,1472,46.5575960834267,11.6800786921927,3,blue,1734,6,737.9793911998579
675,1425,43.3058171679096,12.3868906654699,17,red,1734,26,1725.8343797807902
676,-638,42.3243509849734,12.1660094246875,8,blue,1734,9,1123.07024229548
677,-463,61.345020339780504,15.6651467427036,4,red,1734,34,1447.61171239735
678,1382,40.5396349014332,11.300294892671198,19,green,1734,25,1747.00317169034
679,-1053,47.981674621625096,14.6440347736368,9,red,1734,39,1722.25117796428
680,-893,48.371768293017,12.403979826031598,7,green,1734,16,1212.83312562248
681,207,39.2815795451953,9.904617532728972,4,blue,1734,24,1200.78713968797
682,-307,50.877467806198794,13.5591484725214,1,green,1734,0,670.65105577585
683,702,46.890396700389296,11.9329768310207,19,red,1734,27,1801.5966653832102
684,840,48.3520588343153,12.3099558350893,7,red,1734,1,787.82293567654
685,-646,49.1766222405247,16.5001287566538,29,blue,1734,17,2104.53728065156
686,-636,45.60702709949761,11.7183308110181,3,red,1734,26,1254.14258990982
687,1212,50.548013741805,13.6944590151595,5,red,1734,4,743.0343636950031
688,-1959,52.9957629485806,16.0640050927081,18,red,1735,36,2058.71744135184
689,-968,48.17858099017079,12.825349977691,10,blue,1735,31,1592.58641063082
690,-1022,50.106518534604994,13.1222864588808,6,blue,1735,17,1176.18017246359
691,-310,53.229826776088494,13.811966713928001,3,blue,1735,0,713.97982029036
692,1123,46.05366581767,11.857513233438699,1,red,1735,39,1319.90534791996
693,-1346,49.1632637631349,13.500653734114302,11,blue,1735,7,1209.6912892697699
694,-1948,48.183785251109,13.7196142967765,10,blue,1735,25,1486.74673983838
695,-901,48.839560857683,12.816053838629198,1,green,1735,13,867.848758050468
696,1283,43.694494201081,10.936998141516499,2,green,1735,3,658.268803129939
697,1237,43.697117400818,11.299410724621401,15,blue,1735,6,1211.72772426616
698,-788,38.9854018106373,10.067653865443198,6,red,1735,18,1228.70587434501
699,-490,39.655641101395204,10.701089208947,1,red,1735,39,1418.0132930276502
700,302,54.991314029249494,15.851303129318199,1,blue,1736,27,1155.49671142422
701,688,44.5842002620736,11.7537728885608,0,red,1736,17,786.729350072637
702,-94,57.5334891149541,15.9743089841246,9,green,1736,23,1440.96267532415
703,1321,51.149390484596005,14.616704865139301,5,red,1736,14,996.635792833958
704,-761,48.768005791956604,13.8758204261775,8,blue,1736,20,1309.11445825229
705,-1106,54.680844603298205,14.9287784942485,7,red,1736,25,1359.63069677219
706,-470,59.4216260841817,17.791156334791697,7,blue,1736,1,891.793468358396
707,-1383,49.3897616248985,13.1555207048907,4,green,1736,20,1107.20723221345
708,1092,56.5267837167198,14.739189445237699,1,red,1736,11,734.7123304298531
709,-550,56.4274995439161,14.388714741460001,21,red,1736,11,1655.32486547422
710,500,56.1918356099881,14.048709024179699,23,blue,1736,9,1584.60327528845
711,-1728,61.4801713771804,15.985389306826,4,blue,1736,37,1481.8618495033802
712,96,45.4059875848826,15.1097573901087,57,red,1736,27,3441.81815152208
713,-436,52.6976722044751,13.2012641348796,3,red,1736,33,1346.0215037487199
714,-1744,48.3648633312573,12.181470433905499,2,red,1736,31,1259.25304424606
715,447,44.0650539219003,12.8915093383749,10,blue,1736,30,1592.57794548565
716,802,41.1838419409006,10.9525239325478,7,blue,1736,25,1272.33280490279
717,-892,57.370198273324604,14.473653626015901,17,red,1736,31,1891.48818619904
718,-1729,44.7712212076217,12.287759415339401,5,blue,1736,13,1046.00987466251
719,1678,54.7568696655904,13.7441199462072,25,red,1737,9,1792.67917489913
720,-107,47.517098534665095,12.595180117436302,22,green,1737,22,1884.47623602923
721,-171,59.573482558715604,16.4296274316187,7,green,1737,27,1445.3568076766198
722,-912,54.118336739972705,14.403358998179801,5,red,1737,35,1504.4905072567499
723,-1303,52.2423644393882,14.754565367066801,6,blue,1737,34,1505.38850952953
724,-1796,59.22456217394,15.088099394553199,16,blue,1737,30,1863.2724641012803
725,429,42.5659641498875,12.4301467300993,23,red,1737,28,2087.84726123462
726,-585,61.89394861079779,16.4974377089506,2,black,1737,2,725.784295079046
727,304,46.33144785103521,11.734813251563198,9,blue,1737,22,1409.7773332567301
728,683,48.7178588909888,12.317705064997,4,blue,1737,29,1255.4120513425098
729,-1100,54.6072573946593,13.756934475461199,10,blue,1737,31,1611.0311104841298
